26,"ṇa kuṇaṃto ccia māṇaṃ ṇisāsu suhasuttadaravivuddhānaṃ,suṇṇaïapāsaparimusaṇaveaṇaṃ jaï si jānaṃto",You would not be so touchy If you knew the pain of falling asleep beside one’s lover And waking up in the middle of the night To discover that the bed is empty.
27,"paṇaakuviāṇa doṇha vi aliapasuttāṇa māṇaïllāṇa,ṇiccalaṇiruddhaṇīsāsadiṇṇaaṇṇāṇa ko mallo","After the quarrel neither give in But feigning sleep, lie still, Hold their breath and listen. Who will win the bout?"
28,"ṇavalaïpaharaṃ aṃge jahiṃ jahiṃ mahaï dearo dāuṃ,romaṃca daṃdarāī tahiṃ tahiṃ dīsaï vahūe",At whichever part of her body Her husband’s younger brother Aims the tender twig Gooseflesh raises a palisade of sticks.
29,"ajja mae teṇa viṇā aṇuhūasuhāi saṃbharaṃtīe,ahiṇavamehāṇa ravo ṇisāmio vajjhapaḍato vva","Today, As I think of the pleasures I’ve had Without him, The thunder of the first rain clouds Sounds like the executioner’s drum."
30,"ṇikkiva jāābhīrua duddaṃsaṇa ṇiṃvakīḍasāriccha,gāmo gāmaṇiṇaṃdaṇa tujjha kae taha vitaṇuāi","Headman’s son, How heartless you are! Shying away from your wife You rarely show yourself, Like a worm in a neem berry. Yet because of you The whole village is pining away."
31,"paharavaṇamaggavisame jāā kiccheṇa lahaï se ṇiddaṃ,gāmaṇiuttassa ure pallī uṇa se suhaṃ suaï","Lying on his breast, Rough with the scars of many a wound, The headman’s wife finds it difficult to rest, But his village sleeps sound."
32,"aha saṃbhāviamaggo suhaa tue ccea ṇavara ṇivvūḍho,eṇhiṃ hiae aṇṇaṃ aṇṇaṃ vāāi loassa","What good old-fashioned honesty! But really, my dear, You’re the only one who goes in for it. Nowadays people think one thing and say another."
33,"uṇhāi ṇīsasaṃto kīsa maha paraṃmuhīa saaṇaddhe,hiaaṃ palīviuṃ aṇusaeṇa puṭṭhiṃ palīvesi","What do you think you are doing, Embracing me from behind? First you set fire to my heart And then you start burning my back With these hot sighs of remorse."
35,"diarassa asuddhamaṇassa kulavahūṇiaakuḍḍalihiāi,diahaṃ kahei rāmāṇulaggasomitticariāiṃ",The good wife takes all day To explain to her importunate young brother-in-law The paintings on the walls of their house That depict the adventures of Laksm ana Ra\ma’s devoted younger brother.
36,"cattaraghariṇī piadaṃsaṇā a taruṇī paütthavaïāa,asaī saajjiāduggaā a ṇaha khaṃḍiaṃ sīlaṃ","Young and attractive and her husband abroad, Living in poverty at a busy crossroad, With loose women in the neighborhood, —You’re not telling me she’s still chaste?"
38,"ahiāimāṇiṇo duggaassa chāiṃ païssa rakkhaṃhī,ṇiavaṃdhavāṇa jūraï ghariṇī vihaveṇa eṃtāṇaṃ","Protecting the self-image of her husband, Who is poor but proud of his breeding, The wife scorns her own relatives As they arrive with rich presents."
39,"sāhīṇe vi piaame patte vi chaṇe ṇa maṃḍio appā,duggaapaütthavaïaṃ saajjiaṃ saṃṭhavaṃtīe",Her husband is at hand And the festival in full swing. Yet she delays putting on her jewels To hearten the woman next door Who is poor And whose husband has still not returned.
40,"tujjha vasaï tti hiaaṃ imehi diṭṭho tumaṃ ti acchīiṃ,tuha virahe kisiāi ti tīe aṃgāi vi piāiṃ","She cherishes her heart Because you live in it, Her eyes Because with them she can gaze at you, Even her body Because it grows thin in your absence."
41,"sabbhāvaṇe habharie ratte rajjijjaï tti juttam iṇaṃ,aṇahiae uṇa hiaaṃ jaṃ dijjaï taṃ jaṇo hasaï","To fall in love with a man who returns your love, One who is full of kindness and affection, Makes sense. But to give one’s heart to a man who is utterly heartless Is laughable."
42,"āraṃbhaṃtassa dhuaṃ lacchī maraṇaṃ va hoi purisassa,taṃ maraṇam aṇāraṃbhe vi hoi lacchī uṇa ṇa hoi","If a man shows initiative There is the prospect of either wealth or death. Even if he lacks initiative, death is certain, Wealth is not."
43,"virahāṇalo sahijjaï āsāvaṃdheṇa vallahajaṇassa,ekkaggāmapavāso māe maraṇaṃ visesei","Hope helps one bear The burning fire of separation From the man one loves. But, mother, when the man one loves Lives in the same village yet keeps away, That is worse than death."
44,"akkhaḍaï piā hiae aṇṇaṃ mahilāaṇaṃ ramaṃtassa,diṭṭhe sarisammi guṇe sarisammi guṇe aīsaṃte",While making love to another woman His beloved will come to mind Both when he sees and doesn’t see A familiar trait.
45,"ṇaïpūrasacchahe jovvaṇammi aïpavasiesudiahesu,aṇiattāsu a rāīsu putti kiṃ daḍḍhamāṇeṇa","Silly girl, Youth races past Like a river in spate, The days are fleeting And the nights unreturning. So why this stubborn sulkiness?"
46,"kallaṃ kira kharatiao pavasihaï pio tti suvvaï jaṇammi,taha vaḍḍha bhaavaï ṇise jaha se kallaṃ cia ṇa hoi","Every one knows the hardhearted lover Leaves at dawn. Venerable Night, stretch on So that morning will not come."
47,"hoṃtapahiassa jāā āucchaṇajīadhāraṇarahassaṃ,pucchaṃtī bhamaï gharaṃ ghareṇa piavirahasahirīo",As her husband is about to depart She goes from door to door Asking all the women who suffer from absent husbands For the secret of surviving the farewell.
48,"aṇṇamahilāpasaṃgaṃ de devva karesu amha daïassa,purisā ekkaṃtarasā ṇa hu dosaguṇe viāṇaṃti","O god, please Let my husband form other attachments, For men who have experience of one person only No longer appreciate what’s good and what’s bad."
49,"thoaṃ pi ṇa ṇīi imā majjhaṇhe ua sarīratalalukkā,āavabhaeṇa chāhī vi tā pahia kiṃ ṇa vīsamasī","Wayfarer, Your shadow is hiding beneath your body, Not showing one bit of itself for fear of the midday sun, So why don’t you too take a rest?"
50,"suhaücchaaṃ jaṇaṃ dullahaṃ pi dūrāhi amha āṇeṃta,uaāraa jara jīaṃ pi ṇeṃta ṇa kaāvarāhosi","By bringing that man Who keeps his distance To ask me how I’m feeling, You have proved a blessing. Now, fever, if you take my life, I will not complain."
51,"āma jaro me maṃdo ahava ṇa maṃdo jaṇassa kā tattī,suhaücchaa suhaa suaṃdhagaṃdha mā gaṃdhiriṃ chivasu","Why should anyone care Whether my fever has abated or not? You, my dear, asking how I am And smelling so fragrant, Do not touch me who stink of fever."
52,"sihipicchaluliakese vevaṃtoru viṇimīliaddhacchī,darapurisāini visamiri jāṇasu purisāṇa jaṃ dukkhaṃ","Your long hair sways like a peacock’s fan, Your thighs quiver, your eyes half close, With long pauses you sort of play the man. Now do you see what hard work it is For a man?"
53,"pemmassa virohiasaṃdhiassa paccakkhadiṭṭhaviliassa,uaassa va tāviasīalassa viraso raso hoi","Love Estranged and patched up again, Once its dissolution is plain to see, Will never taste right again Like water that has boiled then cooled"
54,"vajjavaḍanāirikkaṃ païṇo soūṇa siṃjiṇīghosaṃ,pusiāi karimarīe sarivaṃdīṇaṃ pi acchīiṃ","Thinking she hears the twang of her husband’s bow Above the crashing thunder, The captive wife tells the royal hostages To wipe away their tears."
55,"karimari aālagajjirajalaāsaṇivaḍaṇapaḍiravo eso,païṇo dhaṇurava kaṃkhiri romaṃcaṃ kiṃ muhā vahasi","It is only the echo of a thunderclap From an early rain cloud. I suppose you were hoping it might be the twang Of your husband’s bow, For why else is the hair on your body bristling?"
56,"sahaï sahaï tti teṇa tahā ramiā suraaduvviaḍḍeṇa,pavvāasirīsāi va jaha se jāāi aṃgāiṃ",Because she put up with it all The clumsy youth went on making love to her So that her limbs now look like wilting acacia flowers.
58,"ajjaṃ cea paüttho ujjāgarao jaṇassa ajjea,ajjea haliddāpiṃjarāi golāi tūhāiṃ","Only today he departed, And today his women stay up late Dyeing the banks of the Goda\ Yellow with turmeric soap."
59,"asarisacitte diare suddhamaṇā piaame visamasīle,ṇa kahaï kuḍuṃvavihaḍaṇabhaeṇa taṇuāae soṇhā",She does not complain to her husband About his brother’s advances Not because she herself has impure thoughts But because he is so touchy And she is afraid of causing a split in the family. Instead she pines away.
60,"ciṃtāṇiadaïasamāgamammi kaamaṇṇuāi bhariūṇa,suṇṇaṃ kalahā aṃtī sahīhi ruṇṇā ṇa ohasiā","Imagining how it was when her lover was with her, The woman suddenly remembered how angry she had been And raged against thin air. Far from laughing, her friends wept for her."
61,"hiaaṇṇuehi samaaṃ asamattāiṃ pi jaha suhāveṃti,kajjāi maṇe ṇa tahā iarehi samāṇiāiṃ pi","Dealings with sympathetic people, Even if inconclusive, Are, I think, more pleasant Than dealings concluded With their opposite."
62,"daraphuḍiasippisaṃpuḍaṇilukkahālāhalaggacheppaṇihaṃ,pikkaṃvaṭṭhiviṇiggaakomalam aṃvaṃkuraṃ uaha",Look! A tender shoot has sprouted from the stone of a ripe mango. It looks like an eel hiding in a half-opened oyster shell.
63,"uaha paḍalaṃtaroiṇṇaṇiaataṃtuddhapāapaḍilaggaṃ,dullakkhasuttagutthekkavaülakusumaṃ va makkaḍaaṃ",Look at that spider climbing down from the rafters Along a thread spun from between its feet: It looks like a mimosa flower strung on an invisible string.
64,"uaridaraḍiṭṭhakhaṇṇuaṇilukkapārāvaāṇa viruehiṃ,ṇitthaṇaï jāaviaṇaṃ sūlāhiṇṇaṃ va devaülaṃ",With cooing doves hidden high up among the rafters The temple groans like a man suffering from cramp.
65,"jaï hosi ṇa tassa piā aṇudiahaṃ ṇīsahehi aṃgehiṃ,ṇavasūapīapeosamattapāḍi vva kiṃ suasi","If you are not his lover, How come you sleep every day, Your limbs as weak As those of a newborn buffalo calf, Drunk on its mother’s milk?"
66,"hemaṃtiāsu aïdīharāsu rāīsu taṃ si aviṇiddā,ciraarapaütthavaïe ṇa suṃdaraṃ jaṃ diā suasi","The winter nights are long, For months your husband’s been away, So you must be sleeping well. How odd that you should fall asleep by day."
67,"jaï cikkhillabhaüppuapaam iṇam alasāi tuha pae diṇṇaṃ,tā suhaa kaṃḍaïjjaṃtam aṃgam eṇhiṃ kiṇo vahasi","If that woman, who stepped on your foot As she leapt away from the mud, Were so indifferent, Why, my dear, is your body now covered With gooseflesh?"
68,"patto chaṇo ṇa sohaï aïppahāe vva puṇṇimāaṃdo,aṃtaviraso vva kāmo asaṃpaāṇo a parioso","Once the festival starts its glamor is over, Like the full moon in broad daylight, Like sex which in the end loses its savor, Or like gratitude without a steady stream of gifts."
69,"pāṇiggahaṇe ccia pavvaīa ṇāaṃ sahīhi sohaggaṃ,pasuvaïṇā vāsuikaṃkaṇammi osārie dūraṃ",Already at her wedding Pa\rvatê’s friends knew she would be happy When Si:va tossed aside The snake bracelet that frightened her.
70,"giṃhe davaggimasimaïliāi dīsaṃti viṃjhasiharāiṃ,āsasu paütthavaïe ṇa hoṃti ṇavapāusabbhāiṃ","What you see are the heights of the Vindhya Painted black by the forest fires of summer, Not fresh rain clouds. So do not worry about your husband’s return."
71,"jettiamettaṃ tīraï ṇivvoḍhuṃ desu tettiaṃ paṇaaṃ,ṇa jaṇo viṇiattapasāadukkhasahaṇakkhamo savvo",Give as much affection As you can muster. For not everyone can bear to suffer The withdrawal of kindness.
72,"vahuvallahassa jā hoi vallahā kaha vi paṃca diahāiṃ,sā kiṃ chaṭṭhaṃ maggaï katto miṭṭhaṃ ca vahuaṃ ca",How can a woman Who for five whole days Has been the lover of such an attractive man Ask for one day more? One cannot feast on dainties.
73,"jaṃ jaṃ so ṇijjhāaï aṃgoāsaṃ mahaṃ aṇimisaccho,pacchāemi a taṃ taṃ icchāmi a teṇa dīsaṃtaṃ",Whatever part of my body he stares at I cover. At the same time I want him to see it.
74,"daḍhamaṇṇudūmiāi vi gahio daïammi pechaha imīe,osaraï vāluāmuṭṭhio vva māṇo surasuraṃto",See how the woman’s indignation at her husband Escapes with a soft sigh Like sand from a clenched fist.
75,"ua pommarāamaragaasaṃvaliā ṇahaalāu oaraï,ṇahasirikaṃṭhabbhaṭṭha vva kaṃṭhiā kīrariṃcholī",Look! A flock of parrots falling from the sky Like a necklace of rubies and emeralds Slipping from the throat of Sr: ê in heaven.
76,"ṇa vi taha viesavāso doggaccaṃ maha jaṇei saṃtāvaṃ,āsaṃsiatthavimuho jaha paṇaïaṇo ṇiattaṃto",More than his absence abroad Or my wretchedness here at home What pains me is my husband returning Without quite reaching his goal.
78,"bharimo se gahiāharadhuasīsapaholirālaāuliaṃ,vaaṇaṃ parimalataraliabhamarālipaïṇṇakamalaṃ va",I will never forget how she shook her head When I tried to kiss her lips And her tresses flew in all directions. Her face looked like a lotus Surrounded by a swarm of bees Excited by its fragrance.
79,"hallaphalaṇhāṇapasāhiāṇa chaṇavāsare savattīṇa,ajjāi majjaṇāṇāareṇa kahiaṃ va sohaggaṃ","When her rivals take a freezing cold bath Before dressing for the festival, The youngest wife shows her privileged position By not bothering."
80,"ṇhāṇahaliddābhariaṃtarāi jālāi jālavalaassa,sohaṃti kiliṃciakaṃṭaeṇa kaṃ kāhisi kaatthaṃ",You won’t make anyone happy By sitting here Removing with a bamboo needle The traces of turmeric soap From the meshes of your filigree bracelet.
81,"addaṃsaṇeṇa pemmaṃ avei aïdaṃsaṇeṇa vi avei,pisuṇajaṇakaṃpieṇa vi avei emea vi avei","Love vanishes Through not seeing enough of one another, Through seeing too much of one another, Through spiteful gossip, And sometimes just like that."
83,"poṭṭapaḍiehi dukkhaṃ acchijjaï uṇṇaehi hoūṇa,ia ciṃtaṃtāṇa maṇe thaṇāṇa kasaṇaṃ muhaṃ jāaṃ",Thinking how wretched it is To be sagging over her stomach After having once been prominent —That’s how her breasts must have got dark nipples.
84,"so tujjha kae suṃdari taha jhīṇo sumahilo haliaütto,jaha se macchariṇīa vi doccaṃ jāāi paḍivaṇṇaṃ","Lovely woman, The farmer has become so thin On your account That his good wife, though jealous, Now acts as go-between."
85,"dakkhiṇṇeṇa vi eṃto suhaa suhāvesi aṃha hiaāiṃ,ṇikkaïaveṇa jāṇaṃ gao si kā ṇivvuī tāṇaṃ","Though you visit us only out of courtesy, You rejoice our heart. What delight you must give to those Whom you visit with genuine fondness."
86,"ekkaṃ paharugghāaṃ hatthaṃ muhamārueṇa vīaṃto,so vi hasaṃtīa mae gahio vīeṇa kaṃṭhammi","While he was blowing on the hand That still stung from the slap I gave him, I could not help laughing And put my other hand around his neck."
87,"avalaṃviamāṇaparaṃmuhīa eṃtassa māṇini piassa,puṭṭhipulaüggamo tuha kahei samuhaṭṭhiaṃ hiaaṃ","Proud lady, When he approached you You relentlessly turned away, But the gooseflesh on your back Shows that in your heart You are prepared to face him again."
88,"jānaï jāṇāveuṃ aṇuṇaaviddaviamāṇaparisesaṃ,païrikkammi vi viṇaāvalaṃvaṇaṃ sa ccia kuṇaṃtī",She knows how to give expression To what remains of the anger he tried to conciliate By acting with reserve Even when they are alone together.
90,"kiṃ dāva kaā ahavā karesi kāhisi a suhaa ettāhe,avarāhāṇa alajjira sāhasu kaarā khamijjaṃti","How dare you! And which offenses am I supposed to forgive, My darling: Those you have committed, Those you are committing, Or those you are about to commit?"
91,"ṇūmaṃti je pahuttaṃ kuviaṃ dāsa vva je pasāaṃti,te ccia mahilāṇa piā sesā sāmi ccia varāā",Women only like men Who mask their authority And grovel like slaves At their angry lovers’ feet. All the rest make pitiful husbands.
92,"taïā kaaggha mahuara ṇa ramasi aṇṇāsu pupphajāīsu,vaddhaphalabhāragaruiṃ mālaïm eṇhiṃ pariccaasi","Ungrateful bee, Once you would not think Of enjoying yourself with other flowers But now that the jasmine is heavy with fruit You forsake her."
93,"aviaṇhapecchaṇijjeṇa takkhaṇaṃ māmi teṇa diṭṭheṇa,siviṇaapīeṇa va pāṇieṇa taṇha ccia ṇa phiṭṭā","Aunt, A glimpse of that man, Whom one could never tire of staring at, Is like drinking water in a dream: It has not quenched my thirst."
95,"so ṇāma saṃbharijjaï pabbhasio jo khaṇaṃ pi hiaāhi,saṃbhariavvaṃ ca kaaṃ gaaṃ ca pemmaṃ ṇirālaṃvaṃ","Though he may for a moment Slip one’s mind One still remembers a person. But love, Once it is but a memory, Vanishes For it is something immaterial."
96,"ṇāsaṃ va sā kavoleajja vituha daṃtamaṃḍalaṃ vālā,ubbhiṇṇapulaavaïveḍhaparigaaṃ rakkhaï varāī","The poor girl cherishes the teeth marks You have just left on her cheeks Like a pledge, Protecting them with a fence of gooseflesh."
97,"diṭṭhā cūā agghāiā surā dakkhiṇāṇilo sahio,kajjāiṃ cia garuāi māmi ko vallaho kassa","The mango puts out new shoots, The fragrance of liquor fills the air, An agreeable breeze is blowing from the south, But business must mean more to him And clearly he loves me no longer."
98,"ramiūṇa paaṃ pi gao jāhe uvaūhiuṃ paḍiṇiutto,ahaaṃ paütthavaïa vva takkhaṇaṃ so pavāsi vva","After making love, He took a step, then turned And took me in his arms again. That moment I felt what it was to be a wife whose husband is abroad And he what it was to be that woman’s husband."
99,"aviaṇhapecchaṇijjaṃ samasuhadukkhaṃ viiṇṇasabbhāvaṃ,aṇṇoṇṇahiaalaggaṃ puṇṇehi jaṇo jaṇaṃ lahaï","A man so handsome One cannot tire of looking at him, Who shares one’s troubles as well as one’s joys, Proves faithful and returns one’s love —Such a man is only to be got through merit Accumulated over many lives."
100,"dukkhaṃ deṃto vi suhaṃ jaṇei jo jassa vallaho hoi,daïaṇahadūmiāṇa vi vaḍḍhaï thaṇaāṇa romaṃco",If one loves a man He gives pleasure even while causing pain. Though wounded by a lover’s nails Breasts thrill with gooseflesh.
101,"dhario dhario vialaï uvaeso piasahīhi dijjaṃto,maaraddhaavāṇapahārajajjare tīa hiaammi","Try though she would to keep it, The advice given by her friends Escaped from her heart That was shattered by the arrow of the God of Love."
103,"vahupupphabharoṇāmiabhūmīgaasāha suṇasu viṇṇattiṃ,golāaḍaviaḍakuḍaṃga mahua saṇiaṃ galijjāsu","O sweetwood tree, Whose branches, bowed by the weight of blossom, Reach to the ground In the broad thickets on the bank of the Goda\, Do me a favor And shed your leaves slowly."
104,"ṇippacchimāi asaī dukkhāloāi mahuapupphāiṃ,cīe vaṃdhussa va aṭṭhiāi ruarī samucciṇaï","Weeping, The woman gathers the very last sweetwood flowers Now painful to behold, Like the bones of a relative On the funeral pyre."
105,"o hiaa maḍahasariājalaraahīraṃtadīhadāru vva,ṭhāṇe ṭhāṇe ccia laggamāṇa keṇā 'vi ḍajjhihisi","Heart, After getting stuck here and there, Like a log Borne along by the current of a shallow stream, One day you will be fuel for someone."
106,"jo tīa ahararāo rattiṃ uvvāsio piaameṇa,so ccia dīsaï gose savattiṇaaṇesu saṃkaṃto",The red That during the night her husband Removed from her lips Appears the next morning In her co-wives’ sleepless eyes.
107,"golāaḍaṭṭhiaṃ pecchiūṇa gahavaïsuaṃ haliasoṇhā,āḍhattā uttariuṃ dukkhuttārāi paavīe",When the poor plowman’s daughter Saw her courteous husband standing on the river bank She clambered up By the most difficult route.
108,"calaṇoāsaṇisaṇṇassa tassa bharimo aṇālavaṃtassa,pāaṃguṭṭhāveḍhiakesadaḍhāaḍḍhaṇasuhelliṃ","I will never forget, Once when he lay in silence at my feet, What pleasure I got from twisting his hair round my toe And pulling hard."
109,"phālei acchabhallaṃ va uaha kuggāmadeuladdāre,hemaṃtaālapahio vijjhāaṃtaṃ palālaggiṃ",See how the winter traveler At the gate of the village temple Jabs at the smoldering heap of husks As if it were a bear.
110,"kamalāarā ṇa maliā haṃsā uḍḍāviā ṇa a piucchā,keṇa vi gāmataḍāe abbhaṃ uttāṇiaṃ chūḍhaṃ","Aunt, Not a lotus is damaged, Not a goose has been scared away, But someone has pushed a cloud on its back In the village pond."
111,"keṇa maṇe bhaggamaṇoraheṇa saṃlāviaṃ pavāso tti,savisāi va alasāaṃti jeṇa vahuāi aṃgāiṃ",How frustrated he must feel To threaten to leave again. It makes his young wife languish As though she’d been given a drug.
112,"ajja vi vālo dāmoaro tti ia jaṃpie jasoāe,kaṇhamuhapesiacchaṃ ṇihuaṃ hasiaṃ vaavahūhiṃ","As his mother Yaóoda\ says: “Krs n a is still a child,” The women of Vraja smile to themselves, Their eyes fixed on his face."
114,"ṇaccaṇasalāhaṇaṇiheṇa pāsaparisaṃṭhiā ṇiuṇagovī,sarigoviāṇa cuṃvaï kavolapaḍimāgaaṃ kaṇhaṃ","Placing herself next to Ra\dha\ On the pretext of praising the way she dances, The cunning cowgirl manages to kiss Krs n a, Who is reflected in his favorite’s cheek."
115,"savvattha disāmuhapasariehi aṇṇoṇṇakaḍaalaggehiṃ,challiṃ va muaï viṃjho mehehi visaṃghaḍaṃtehiṃ",With clouds torn to shreds And dispersed in all directions —A few still sticking to its slopes— The Vindhya Range seems to shed its skin.
116,"āloaṃti puliṃdā pavvaasiharaṭṭhiā dhaṇuṇisaṇṇā,hatthiulehi va viṃjhaṃ pūrijjaṃtaṃ ṇavabbhehiṃ",On the heights of the Vindhya The Pulindas kneel behind their bows The moment they see the valleys below Filling with rain clouds As if with a herd of elephants.
117,"vaṇadavamasimaïlaṃgo rehaï viṃjho ghaṇehi dhavalehiṃ,khīroamaṃthaṇucchaliaduddhasitto vva mahumahaṇo",The Vindhya Range with white clouds Clinging to its body blackened by forest fires Looks like Visn u splashed While churning the Ocean of Milk.
118,"vaṃdīa ṇihaavaṃdhavavimaṇāi vi pakkalo tti corajuvā,aṇurāeṇa pulaïo guṇesu ko maccharaṃ vahaï",Though distressed by the death of her relatives The hostage made eyes at her kidnapper Who was a handsome youth. For who begrudges anyone His good points?
119,"ajja kaïmo vi diaho vāhavahū rūvajovvaṇummattā,sohaggaṃ dhaṇuruṃpacchaleṇa racchāsu vikkiraï",For how many days Has the hunter’s young and beautiful wife Proudly scattered her happiness all over the streets In the guise of shavings from her husband’s bow?
120,"ukkhippaï maṃḍalimārueṇa gehaṃgaṇāhi vāhīe,sohaggadhaavaḍāa vva uvaha dhaṇuruṃpariṃcholī","See how the wood shavings Swirl above the hunter’s homestead, Like a banner Announcing the joys of marriage."
122,"ṇavavahupemmatanuio paṇaaṃ paḍhamaghariṇīa rakkhaṃto,alihiaduppariallaṃ pi ṇei raṇṇaṃ dhaṇuṃ vāho","Though completely exhausted by making love to his young wife, He did not wish to hurt the feelings of his elder wife. So the hunter took his bow with him into the forest Even though he could not bend it Without first shaving it thinner."
123,"hāsāvio jaṇo sāmalīa paḍhamaṃ pasūamāṇāe,vallahavāeṇa alaṃ mama tti vahuso bhaṇaṃtīe","The attractive wife, Who had just given birth for the first time, Made everyone laugh When she kept on saying that she had had enough Of being called her husband’s favorite."
124,"kaïavarahiaṃ pemmaṃ ṇa tthi ccia māmi māṇuse loe,aha hoi kassa viraho virahe hoṃtammi ko jiaï","In this world, Mother, Love without deceit does not exist, For who would separate Or who, being separated, Would survive?"
125,"accheraṃ va ṇihiṃ miva sagge rajjaṃ va amaapāṇaṃ va,āsi mha taṃ muhuttaṃ viṇiaṃsaṇadaṃsaṇaṃ tissā","It was like a miracle, Like finding treasure, Like being king in heaven, Like a draught of nectar, That one moment When I saw her undressed."
